Before You Go;Lewis Capaldi - Image: songs2\Before You Go - Lewis Capaldi.jpg - URL: https://upload.wikimedia.org/wikipedia/en/2/2e/Lewis_Capaldi_-_Before_You_Go.png
The Box;Roddy Ricch - Image: songs2\The Box - Roddy Ricch.jpg - URL: https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f
Stitches;Shawn Mendes - Image: songs2\Stitches - Shawn Mendes.jpg - URL: https://i.scdn.co/image/ab67616d0000b273908f7df282edee5f2be63121
Sweet Child O' Mine;Guns N' Roses - Image: songs2\Sweet Child O' Mine - Guns N' Roses.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/15/Guns_N%27_Roses_-_Sweet_Child_o%27_Mine.png
Roses (Remix);Saint Jhn ft. Imanbek - Image: songs2\Roses (Remix) - Saint Jhn ft. Imanbek.jpg - URL: https://i.scdn.co/image/ab67616d0000b27346b368b3d10305c4d9572378
See You Again;Wiz Khalifa ft. Charlie Puth - Image: songs2\See You Again - Wiz Khalifa ft. Charlie Puth.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/08/Wiz_Khalifa_Feat._Charlie_Puth_-_See_You_Again_%28Official_Single_Cover%29.png
Montero (Call Me By Your Name);Lil Nas X - Image: songs2\Montero (Call Me By Your Name) - Lil Nas X.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e6/Montero_%28Call_Me_by_Your_Name%29.png
I'm Not The Only One;Sam Smith - Image: songs2\I'm Not The Only One - Sam Smith.jpg - URL: https://i.ytimg.com/vi/nCkpzqqog4k/maxresdefault.jpg
Another One Bites The Dust;Queen - Image: songs2\Another One Bites The Dust - Queen.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/4d/Another_one_bites_the_dust.jpg
We Don't Talk Anymore;Charlie Puth ft. Selena Gomez - Image: songs2\We Don't Talk Anymore - Charlie Puth ft. Selena Gomez.jpg - URL: https://i.ytimg.com/vi/i_yLpCLMaKk/maxresdefault.jpg
Moonlight;XXXTentacion - Image: songs2\Moonlight - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/GX8Hg6kWQYI/maxresdefault.jpg
Don't Let Me Down;The Chainsmokers ft. Daya - Image: songs2\Don't Let Me Down - The Chainsmokers ft. Daya.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/44/Don%27t_Let_Me_Down_%28featuring_Daya%29_%28Official_Single_Cover%29_by_The_Chainsmokers.png
Eastside;Benny Blanco, Halsey & Khalid - Image: songs2\Eastside - Benny Blanco, Halsey & Khalid.jpg - URL: https://upload.wikimedia.org/wikipedia/en/2/21/Benny_Blanco%2C_Halsey_and_Khalid_Eastside.png
Mockingbird;Eminem - Image: songs2\Mockingbird - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mockingbird_%28Eminem_song%29_cover.jpg/220px-Mockingbird_%28Eminem_song%29_cover.jpg
Danza Kuduro;Don Omar & Lucenzo - Image: songs2\Danza Kuduro - Don Omar & Lucenzo.jpg - URL: https://i.scdn.co/image/ab67616d0000b27352e8072be373bae435b7a7b2
Can't Stop the Feeling!;Justin Timberlake - Image: songs2\Can't Stop the Feeling! - Justin Timberlake.jpg - URL: https://i.ytimg.com/vi/ru0K8uYEZWw/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBNKpPx7JJKFP3HpLcpqzlGYwpnrw
The Box;Roddy Ricch - Image: songs2\The Box - Roddy Ricch.jpg - URL: https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f
Why'd You Only Call Me When You're High?;Arctic Monkeys - Image: songs2\Why'd You Only Call Me When You're High - Arctic Monkeys.jpg - URL: https://i.ytimg.com/vi/6366dxFf-Os/maxresdefault.jpg
Let Me Down Slowly;Alec Benjamin - Image: songs2\Let Me Down Slowly - Alec Benjamin.jpg - URL: https://i1.sndcdn.com/artworks-000352463268-5bfny8-t500x500.jpg
See You Again;Tyler, The Creator ft. Kali Uchis - Image: songs2\See You Again - Tyler, The Creator ft. Kali Uchis.jpg - URL: https://i.ytimg.com/vi/EZE62LpaqHg/maxresdefault.jpg
Maps;Maroon 5 - Image: songs2\Maps - Maroon 5.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3e/Maroon_5_Maps_cover.png
505;Arctic Monkeys - Image: songs2\505 - Arctic Monkeys.jpg - URL: https://i.scdn.co/image/ab67616d00001e020c8ac83035e9588e8ad34b90
We Found Love;Rihanna ft. Calvin Harris - Image: songs2\We Found Love - Rihanna ft. Calvin Harris.jpg - URL: https://i1.sndcdn.com/artworks-000241189534-m3gpgu-t500x500.jpg
Everybody Wants To Rule The World;Tears For Fears - Image: songs2\Everybody Wants To Rule The World - Tears For Fears.jpg - URL: https://i.ytimg.com/vi/awoFZaSuko4/maxresdefault.jpg
Creep;Radiohead - Image: songs2\Creep - Radiohead.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/9b/Creep_by_radiohead_reissue.png
Dreams;Fleetwood Mac - Image: songs2\Dreams - Fleetwood Mac.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b9/Fleetwood_Mac_-_Dreams.png
Bzrp Music Sessions, Vol. 52;Bizarrap & Quevedo - Image: songs2\Bzrp Music Sessions, Vol. 52 - Bizarrap & Quevedo.jpg - URL: https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
Heather;Conan Gray - Image: songs2\Heather - Conan Gray.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e4/Conan_Gray_-_Heather.png
Dusk Till Dawn;Zayn ft. Sia - Image: songs2\Dusk Till Dawn - Zayn ft. Sia.jpg - URL: https://upload.wikimedia.org/wikipedia/en/f/f3/Dusk_Till_Dawn_Zayn_Malik.jpg
Hips Don't Lie;Shakira ft. Wyclef Jean - Image: songs2\Hips Don't Lie - Shakira ft. Wyclef Jean.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c0/Shakira-HipsDon%27tLie.jpg
All The Stars;Kendrick Lamar & SZA - Image: songs2\All The Stars - Kendrick Lamar & SZA.jpg - URL: https://i.scdn.co/image/ab67616d0000b273c1a0ccc389f263d63d39175f
Cheerleader (Remix);Omi ft. Felix Jaehn - Image: songs2\Cheerleader (Remix) - Omi ft. Felix Jaehn.jpg - URL: https://i.scdn.co/image/ab67616d0000b273d92e9516eac56b5982a7543a
Despacito (Remix);Luis Fonsi ft. Daddy Yankee & Justin Bieber - Image: songs2\Despacito (Remix) - Luis Fonsi ft. Daddy Yankee & Justin Bieber.jpg - URL: https://i.ytimg.com/vi/72UO0v5ESUo/maxresdefault.jpg
Seven Nation Army;The White Stripes - Image: songs2\Seven Nation Army - The White Stripes.jpg - URL: https://i.ytimg.com/vi/RDuzszjrdcc/maxresdefault.jpg
Adore You;Harry Styles - Image: songs2\Adore You - Harry Styles.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/90/Adore_You_-_Harry_Styles.png
The Less I Know The Better;Tame Impala - Image: songs2\The Less I Know The Better - Tame Impala.jpg - URL: https://i.ytimg.com/vi/PvM79DJ2PmM/maxresdefault.jpg
Wow.;Post Malone - Image: songs2\Wow. - Post Malone.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/5e/Post_Malone_-_Wow.png
A Thousand Years;Christina Perri - Image: songs2\A Thousand Years - Christina Perri.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8f/AThousand_Years.jpg
Earned It;The Weeknd - Image: songs2\Earned It - The Weeknd.jpg - URL: https://i.ytimg.com/vi/waU75jdUnYw/maxresdefault.jpg
I Ain't Worried;OneRepublic - Image: songs2\I Ain't Worried - OneRepublic.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/cf/I_Ain%27t_Worried_-_OneRepublic.jpg
Sweet But Psycho;Ava Max - Image: songs2\Sweet But Psycho - Ava Max.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/96/Ava_Max_%E2%80%93_Sweet_but_Psycho.png
Highest In The Room;Travis Scott - Image: songs2\Highest In The Room - Travis Scott.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b4/Travis_Scott_-_Highest_in_the_Room.png
I Don’t Wanna Live Forever;Zayn & Taylor Swift - Image: songs2\I Don’t Wanna Live Forever - Zayn & Taylor Swift.jpg - URL: https://i.ytimg.com/vi/AY9blLYMKnI/maxresdefault.jpg
Have You Ever Seen The Rain;Creedence Clearwater Revival - Image: songs2\Have You Ever Seen The Rain - Creedence Clearwater Revival.jpg - URL: https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91
Death Bed (Coffee For Your Head);Powfu ft. Beabadoobee - Image: songs2\Death Bed (Coffee For Your Head) - Powfu ft. Beabadoobee.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3e/Powfu_-_Death_Bed.png
September;Earth, Wind & Fire - Image: songs2\September - Earth, Wind & Fire.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/18/EarthWindAndFireSeptember7InchSingleCover.jpg
Titanium;David Guetta ft. Sia - Image: songs2\Titanium - David Guetta ft. Sia.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/1d/Titaniumsong.jpg
Fuck Love;XXXTentacion & Trippie Redd - Image: songs2\Fuck Love - XXXTentacion & Trippie Redd.jpg - URL: https://i1.sndcdn.com/artworks-tpbaG3n6Av2H-0-t500x500.jpg
Set Fire To The Rain;Adele - Image: songs2\Set Fire To The Rain - Adele.jpg - URL: https://i.ytimg.com/vi/uJdu4Lfy8aI/maxresdefault.jpg
Deja Vu;Olivia Rodrigo - Image: songs2\Deja Vu - Olivia Rodrigo.jpg - URL: https://i.ytimg.com/vi/cii6ruuycQA/maxresdefault.jpg
Highway To Hell;AC/DC - Image: songs2\Highway To Hell - AC DC.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/ac/Acdc_Highway_to_Hell.JPG
Under Pressure;Queen & David Bowie - Image: songs2\Under Pressure - Queen & David Bowie.jpg - URL: https://i.scdn.co/image/ab67616d0000b273d254ca497999ae980a5a38c5
Passionfruit;Drake - Image: songs2\Passionfruit - Drake.jpg - URL: https://i1.sndcdn.com/artworks-AwiFuUrAmNMY4tpz-HczH1Q-t500x500.jpg
Woman;Doja Cat - Image: songs2\Woman - Doja Cat.jpg - URL: https://i.ytimg.com/vi/2V_uAAAH-_Q/maxresdefault.jpg
Rockstar;Post Malone ft. 21 Savage - Image: songs2\Rockstar - Post Malone ft. 21 Savage.jpg - URL: https://i.ytimg.com/vi/UceaB4D0jpo/maxresdefault.jpg
Lucid Dreams;Juice WRLD - Image: songs2\Lucid Dreams - Juice WRLD.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/cf/Juice_WRLD_-_Lucid_Dreams.png
God's Plan;Drake - Image: songs2\God's Plan - Drake.jpg - URL: https://i.ytimg.com/vi/m1a_GqJf02M/maxresdefault.jpg
Can't Hold Us;Macklemore & Ryan Lewis ft. Ray Dalton - Image: songs2\Can't Hold Us - Macklemore & Ryan Lewis ft. Ray Dalton.jpg - URL: https://i.ytimg.com/vi/VG3JsmOmDqw/maxresdefault.jpg
Goosebumps;Travis Scott ft. Kendrick Lamar - Image: songs2\Goosebumps - Travis Scott ft. Kendrick Lamar.jpg - URL: https://i.ytimg.com/vi/Dst9gZkq1a8/maxresdefault.jpg
No Role Modelz;J. Cole - Image: songs2\No Role Modelz - J. Cole.jpg - URL: https://i1.sndcdn.com/artworks-f7E6zirfqRVC-0-t500x500.jpg
Humble;Kendrick Lamar - Image: songs2\Humble - Kendrick Lamar.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/58/Humble_kendrick_lamar.jpg
Lose Yourself;Eminem - Image: songs2\Lose Yourself - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/d/d6/Lose_Yourself.jpg
Without Me;Eminem - Image: songs2\Without Me - Eminem.jpg - URL: https://i.ytimg.com/vi/YVkUvmDQ3HY/maxresdefault.jpg
Sad!;XXXTentacion - Image: songs2\Sad! - XXXTentacion.jpg - URL: https://i.scdn.co/image/ab67616d0000b273d3fe00abb18d628ac198fd16
Jocelyn Flores;XXXTentacion - Image: songs2\Jocelyn Flores - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/FAucVNRx_mU/maxresdefault.jpg
Sicko Mode;Travis Scott ft. Drake - Image: songs2\Sicko Mode - Travis Scott ft. Drake.jpg - URL: https://i.ytimg.com/vi/d-JBBNg8YKs/maxresdefault.jpg
XO Tour Llif3;Lil Uzi Vert - Image: songs2\XO Tour Llif3 - Lil Uzi Vert.jpg - URL: https://i.ytimg.com/vi/WrsFXgQk5UI/hqdefault.jpg
Industry Baby;Lil Nas X ft. Jack Harlow - Image: songs2\Industry Baby - Lil Nas X ft. Jack Harlow.jpg - URL: https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf
Congratulations;Post Malone ft. Quavo - Image: songs2\Congratulations - Post Malone ft. Quavo.jpg - URL: https://i.ytimg.com/vi/SC4xMk98Pdc/maxresdefault.jpg
Till I Collapse;Eminem ft. Nate Dogg - Image: songs2\Till I Collapse - Eminem ft. Nate Dogg.jpg - URL: https://i1.sndcdn.com/artworks-Bn6tGsMmwL0HVlAU-HKnA9g-t500x500.jpg
See You Again;Wiz Khalifa ft. Charlie Puth - Image: songs2\See You Again - Wiz Khalifa ft. Charlie Puth.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/08/Wiz_Khalifa_Feat._Charlie_Puth_-_See_You_Again_%28Official_Single_Cover%29.png
Moonlight;XXXTentacion - Image: songs2\Moonlight - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/GX8Hg6kWQYI/maxresdefault.jpg
Mood;24kGoldn ft. Iann Dior - Image: songs2\Mood - 24kGoldn ft. Iann Dior.jpg - URL: https://i.scdn.co/image/ab67616d0000b273ff8c985ecb3b7c5f847be357
The Real Slim Shady;Eminem - Image: songs2\The Real Slim Shady - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/6/69/Eminem_-_The_Real_Slim_Shady_CD_cover.jpg
Gangsta's Paradise;Coolio ft. L.V. - Image: songs2\Gangsta's Paradise - Coolio ft. L.V..jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c6/Gangsta%27s_paradise.jpg
Mockingbird;Eminem - Image: songs2\Mockingbird - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mockingbird_%28Eminem_song%29_cover.jpg/220px-Mockingbird_%28Eminem_song%29_cover.jpg
All The Stars;Kendrick Lamar & SZA - Image: songs2\All The Stars - Kendrick Lamar & SZA.jpg - URL: https://i.scdn.co/image/ab67616d0000b273c1a0ccc389f263d63d39175f
Wow.;Post Malone - Image: songs2\Wow. - Post Malone.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/5e/Post_Malone_-_Wow.png
Highest In The Room;Travis Scott - Image: songs2\Highest In The Room - Travis Scott.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b4/Travis_Scott_-_Highest_in_the_Room.png
Death Bed (Coffee For Your Head);Powfu ft. Beabadoobee - Image: songs2\Death Bed (Coffee For Your Head) - Powfu ft. Beabadoobee.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3e/Powfu_-_Death_Bed.png
Fuck Love;XXXTentacion & Trippie Redd - Image: songs2\Fuck Love - XXXTentacion & Trippie Redd.jpg - URL: https://i1.sndcdn.com/artworks-tpbaG3n6Av2H-0-t500x500.jpg
All Girls Are The Same;Juice WRLD - Image: songs2\All Girls Are The Same - Juice WRLD.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c8/Juice_Wrld_-_All_Girls_Are_the_Same.jpg
I Fall Apart;Post Malone - Image: songs2\I Fall Apart - Post Malone.jpg - URL: https://i.ytimg.com/vi/gk0nB9vvYfU/maxresdefault.jpg
Rockstar;DaBaby ft. Roddy Ricch - Image: songs2\Rockstar - DaBaby ft. Roddy Ricch.jpg - URL: https://i1.sndcdn.com/artworks-xP7YDoZX8odsUaFB-pru3Kw-t500x500.jpg
Mask Off;Future - Image: songs2\Mask Off - Future.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/ef/Future_%E2%80%93_Mask_Off.jpg
I Like It;Cardi B, Bad Bunny, & J Balvin - Image: songs2\I Like It - Cardi B, Bad Bunny, & J Balvin.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/82/Cardi_B%2C_Bad_Bunny_and_J_Balvin_-_I_Like_It_%28Single_Cover%29.png
Everybody Dies In Their Nightmares;XXXTentacion - Image: songs2\Everybody Dies In Their Nightmares - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/7JGDWKJfgxQ/maxresdefault.jpg
Love The Way You Lie;Eminem ft. Rihanna - Image: songs2\Love The Way You Lie - Eminem ft. Rihanna.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/ed/Love_the_Way_You_Lie_cover.png
Ric Flair Drip;Offset & Metro Boomin - Image: songs2\Ric Flair Drip - Offset & Metro Boomin.jpg - URL: https://i.ytimg.com/vi/OwbI9IY9Roo/maxresdefault.jpg
In Da Club;50 Cent - Image: songs2\In Da Club - 50 Cent.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/12/50_Cent_-_In_Da_Club_-_CD_cover.jpg
Money Trees;Kendrick Lamar ft. Jay Rock - Image: songs2\Money Trees - Kendrick Lamar ft. Jay Rock.jpg - URL: https://i.ytimg.com/vi/hwR_1EP18eo/maxresdefault.jpg
Old Town Road (Remix);Lil Nas X ft. Billy Ray Cyrus - Image: songs2\Old Town Road (Remix) - Lil Nas X ft. Billy Ray Cyrus.jpg - URL: https://i1.sndcdn.com/artworks-000529046217-82bzxz-t500x500.jpg
Psycho;Post Malone ft. Ty Dolla Sign - Image: songs2\Psycho - Post Malone ft. Ty Dolla Sign.jpg - URL: https://i.ytimg.com/vi/MGYJuETPQEg/maxresdefault.jpg
Drip Too Hard;Lil Baby & Gunna - Image: songs2\Drip Too Hard - Lil Baby & Gunna.jpg - URL: https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c
Godzilla;Eminem ft. Juice WRLD - Image: songs2\Godzilla - Eminem ft. Juice WRLD.jpg - URL: https://upload.wikimedia.org/wikipedia/en/7/77/Eminem_-_Godzilla.png
Hope;XXXTentacion - Image: songs2\Hope - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/QRzaall-3T8/maxresdefault.jpg
Let You Down;NF - Image: songs2\Let You Down - NF.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/42/NF_let_you_down_single_cover.jpg
Ni**as In Paris;Jay-Z & Kanye West - Image: songs2\Ni  as In Paris - Jay-Z & Kanye West.jpg - URL: https://i.ytimg.com/vi/gG_dA32oH44/maxresdefault.jpg
Still D.R.E.;Dr. Dre ft. Snoop Dogg - Image: songs2\Still D.R.E. - Dr. Dre ft. Snoop Dogg.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/42/Drdre2.JPG
Look At Me!;XXXTentacion - Image: songs2\Look At Me! - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/wJGcwEv7838/maxresdefault.jpg
Young, Wild & Free;Snoop Dogg & Wiz Khalifa ft. Bruno Mars - Image: songs2\Young, Wild & Free - Snoop Dogg & Wiz Khalifa ft. Bruno Mars.jpg - URL: https://i.scdn.co/image/ab67616d0000b2738596df2f2646ab9aba464c30
Butterfly Effect;Travis Scott - Image: songs2\Butterfly Effect - Travis Scott.jpg - URL: https://i.ytimg.com/vi/_EyZUTDAH0U/maxresdefault.jpg
Stronger;Kanye West - Image: songs2\Stronger - Kanye West.jpg - URL: https://i.ytimg.com/vi/PsO6ZnUZI0g/maxresdefault.jpg
Ransom;Lil Tecca - Image: songs2\Ransom - Lil Tecca.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/86/Lil_Tecca_-_Ransom.png
In My Feelings;Drake - Image: songs2\In My Feelings - Drake.jpg - URL: https://i.ytimg.com/vi/suz7pWi1mOs/sddefault.jpg
Love;Kendrick Lamar ft. Zacari - Image: songs2\Love - Kendrick Lamar ft. Zacari.jpg - URL: https://i.ytimg.com/vi/ox7RsX1Ee34/maxresdefault.jpg
Heartless;Kanye West - Image: songs2\Heartless - Kanye West.jpg - URL: https://i.ytimg.com/vi/s40BTpfAELs/maxresdefault.jpg
Taste;Tyga ft. Offset - Image: songs2\Taste - Tyga ft. Offset.jpg - URL: https://i1.sndcdn.com/artworks-000348183441-2zjvq0-t500x500.jpg
Stereo Hearts;Gym Class Heroes ft. Adam Levine - Image: songs2\Stereo Hearts - Gym Class Heroes ft. Adam Levine.jpg - URL: https://i.ytimg.com/vi/T3E9Wjbq44E/maxresdefault.jpg
WAP;Cardi B ft. Megan Thee Stallion - Image: songs2\WAP - Cardi B ft. Megan Thee Stallion.jpg - URL: https://i1.sndcdn.com/artworks-xRcHRzwpJGpfGt1d-wqhSGQ-t500x500.jpg
Lemonade;Internet Money ft. Gunna, Don Toliver & Nav - Image: songs2\Lemonade - Internet Money ft. Gunna, Don Toliver & Nav.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8c/Internet_Money_-_Lemonade.png
1-800-273-8255;Logic ft. Alessia Cara & Khalid - Image: songs2\1-800-273-8255 - Logic ft. Alessia Cara & Khalid.jpg - URL: https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/%221-800-273-8255%22_cover_by_Logic.jpg/640px-%221-800-273-8255%22_cover_by_Logic.jpg
Robbery;Juice WRLD - Image: songs2\Robbery - Juice WRLD.jpg - URL: https://i.ytimg.com/vi/iI34LYmJ1Fs/maxresdefault.jpg
Me, Myself & I;G-Eazy & Bebe Rexha - Image: songs2\Me, Myself & I - G-Eazy & Bebe Rexha.jpg - URL: https://i.ytimg.com/vi/K533gW3boIY/maxresdefault.jpg
Blueberry Faygo;Lil Mosey - Image: songs2\Blueberry Faygo - Lil Mosey.jpg - URL: https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940
Middle Child;J. Cole - Image: songs2\Middle Child - J. Cole.jpg - URL: https://i.scdn.co/image/ab67616d0000b2737f37a4001ae7d8be430bd91b
Praise The Lord (Da Shine);ASAP Rocky ft. Skepta - Image: songs2\Praise The Lord (Da Shine) - ASAP Rocky ft. Skepta.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b3/Praise_The_Lord_Da_Shine.jpeg
Nice For What;Drake - Image: songs2\Nice For What - Drake.jpg - URL: https://upload.wikimedia.org/wikipedia/en/7/75/Drake_Nice_for_What.png
Goodbyes;Post Malone ft. Young Thug - Image: songs2\Goodbyes - Post Malone ft. Young Thug.jpg - URL: https://i1.sndcdn.com/artworks-Ud5Cst95oFrT-0-t500x500.jpg
Wet Dreamz;J. Cole - Image: songs2\Wet Dreamz - J. Cole.jpg - URL: https://i.ytimg.com/vi/lcCNDvtwa7I/maxresdefault.jpg
Thrift Shop;Macklemore & Ryan Lewis ft. Wanz - Image: songs2\Thrift Shop - Macklemore & Ryan Lewis ft. Wanz.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/0e/Macklemore_-_Thrift_Shop.jpg
I'm the One;DJ Khaled ft. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne - Image: songs2\I'm the One - DJ Khaled ft. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8a/ImTheOneDJKhaled.jpg
Astronaut In The Ocean;Masked Wolf - Image: songs2\Astronaut In The Ocean - Masked Wolf.jpg - URL: https://i.ytimg.com/vi/YRNyamyBOIQ/maxresdefault.jpg
Life Is Good;Future ft. Drake - Image: songs2\Life Is Good - Future ft. Drake.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8b/Future_-_Life_Is_Good.png
Star Shopping;Lil Peep - Image: songs2\Star Shopping - Lil Peep.jpg - URL: https://i.scdn.co/image/ab67616d0000b2736404fdef267b14d7a548f182
Going Bad;Meek Mill ft. Drake - Image: songs2\Going Bad - Meek Mill ft. Drake.jpg - URL: https://i.ytimg.com/vi/4H7l0HjAxd4/maxresdefault.jpg
Trap Queen;Fetty Wap - Image: songs2\Trap Queen - Fetty Wap.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/a4/Fetty_Wap_-_Trap_Queen.jpg
DNA;Kendrick Lamar - Image: songs2\DNA - Kendrick Lamar.jpg - URL: https://i.ytimg.com/vi/NLZRYQMLDW4/maxresdefault.jpg
Panda;Desiigner - Image: songs2\Panda - Desiigner.jpg - URL: https://i.ytimg.com/vi/lsJLLEwUYZM/maxresdefault.jpg
Gold Digger;Kanye West ft. Jamie Foxx - Image: songs2\Gold Digger - Kanye West ft. Jamie Foxx.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Gold_Digger.jpg/220px-Gold_Digger.jpg
Hypnotize;The Notorious B.I.G. - Image: songs2\Hypnotize - The Notorious B.I.G..jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/1e/BiggieHypnotize.jpg
It Was A Good Day;Ice Cube - Image: songs2\It Was A Good Day - Ice Cube.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Good_Day_Predator.jpg/220px-Good_Day_Predator.jpg
Father Stretch My Hands Pt. 1;Kanye West - Image: songs2\Father Stretch My Hands Pt. 1 - Kanye West.jpg - URL: https://i1.sndcdn.com/artworks-000167339811-8h4ns3-t500x500.jpg
Bank Account;21 Savage - Image: songs2\Bank Account - 21 Savage.jpg - URL: https://i.ytimg.com/vi/sV2t3tW_JTQ/maxresdefault.jpg
Stan;Eminem ft. Dido - Image: songs2\Stan - Eminem ft. Dido.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e8/Eminem_-_Stan_CD_cover.jpg
White Iverson;Post Malone - Image: songs2\White Iverson - Post Malone.jpg - URL: https://i.ytimg.com/vi/SLsTskih7_I/maxresdefault.jpg
Paint The Town Red;Doja Cat - Image: songs2\Paint The Town Red - Doja Cat.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/53/Doja_Cat_-_Paint_the_Town_Red.png
Sucker For Pain;Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign ft. X Ambassadors - Image: songs2\Sucker For Pain - Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign ft. X Ambassadors.jpg - URL: https://i.ytimg.com/vi/PWuZDpo6b6A/maxresdefault.jpg
Yes Indeed;Lil Baby & Drake - Image: songs2\Yes Indeed - Lil Baby & Drake.jpg - URL: https://upload.wikimedia.org/wikipedia/en/d/d1/Yes_Indeed.jpg
For The Night;Pop Smoke ft. Lil Baby & DaBaby - Image: songs2\For The Night - Pop Smoke ft. Lil Baby & DaBaby.jpg - URL: https://i.ytimg.com/vi/jFGo0tF-RWI/maxresdefault.jpg
Nonstop;Drake - Image: songs2\Nonstop - Drake.jpg - URL: https://i.ytimg.com/vi/XNpGNykVZ6U/maxresdefault.jpg
Flashing Lights;Kanye West - Image: songs2\Flashing Lights - Kanye West.jpg - URL: https://i.scdn.co/image/ab67616d0000b273675561f3defd1d5a551936a8
Ms. Jackson;Outkast - Image: songs2\Ms. Jackson - Outkast.jpg - URL: https://i.ytimg.com/vi/CSD2J8yaMmM/maxresdefault.jpg
Low;Flo Rida ft. T-Pain - Image: songs2\Low - Flo Rida ft. T-Pain.jpg - URL: https://i1.sndcdn.com/artworks-uegQ7CHA7fFz-0-t500x500.jpg
Dior;Pop Smoke - Image: songs2\Dior - Pop Smoke.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/0f/Dior_-_Pop_Smoke.jpg
Rap God;Eminem - Image: songs2\Rap God - Eminem.jpg - URL: https://i.ytimg.com/vi/XbGs_qK2PQA/maxresdefault.jpg
